Gender,Status,Children,Customer_Status,Car_Owner,Satisfaction,Business_Area,Action
Male,M,2,Inactive,Yes,0,Product: Availability/Variety/Size,Voucher
Male,M,2,Inactive,Yes,0,Product: Information,Voucher
Male,M,2,Inactive,Yes,0,Service: Orders/Contracts,Voucher
Male,M,2,Inactive,Yes,0,Product: Availability/Variety/Size,Voucher
Male,M,2,Inactive,Yes,0,Product: Information,Voucher
Male,M,2,Inactive,Yes,0,Service: Orders/Contracts,Voucher
Female,M,1,Active,Yes,1,Service: Knowledge,Voucher
Female,M,1,Active,Yes,1,Service: Knowledge,Voucher
Female,S,1,Inactive,No,0,Product: Functioning,Voucher
Female,S,1,Inactive,No,0,Product: Functioning,Not Available
Male,S,2,Active,Yes,0,Product: Functioning,Not Available
Male,S,2,Active,Yes,0,Product: Functioning,Not Available
Female,S,1,Inactive,Yes,0,Product: Functioning,Not Available
Male,S,1,Inactive,Yes,1,Service: Knowledge,Not Available
Female,S,1,Inactive,Yes,0,Product: Functioning,Not Available
Male,S,1,Inactive,Yes,1,Service: Knowledge,Not Available
Male,M,1,Inactive,No,0,Product: Functioning,Not Available
Male,M,1,Inactive,No,0,Product: Functioning,Not Available
Female,M,1,Inactive,No,0,Product: Functioning,Not Available
Female,M,1,Inactive,No,0,Product: Functioning,Not Available
Female,M,1,Active,No,1,Product: Functioning,Not Available
Female,M,1,Active,No,1,Service: Accessibility,Not Available
Female,M,1,Active,No,1,Product: Functioning,Not Available
Female,M,1,Active,No,1,Service: Accessibility,Not Available
Male,M,1,Active,No,1,Service: Attitude,Not Available
Male,M,0,Active,No,1,Service: Knowledge,Not Available
Male,M,1,Active,No,1,Service: Knowledge,Not Available
Male,M,0,Active,No,1,Service: Knowledge,Not Available
Male,M,0,Active,No,1,Service: Knowledge,Not Available
Male,M,1,Active,No,1,Service: Attitude,Not Available
Male,M,0,Active,No,1,Service: Knowledge,Not Available
Male,M,1,Active,No,1,Service: Knowledge,Not Available
Male,M,0,Active,No,1,Service: Knowledge,Not Available
Male,M,0,Active,No,1,Service: Knowledge,Not Available
Male,M,2,Inactive,Yes,0,Product: Availability/Variety/Size,Not Available
Male,M,2,Inactive,Yes,0,Product: Availability/Variety/Size,Not Available
Male,M,1,Active,No,1,Service: Attitude,Not Available
Male,M,1,Active,No,1,Service: Attitude,Not Available
